,0,1,2,3,4
0,0.9259859504197211,0.9252916624890769,0.8785298266983336,0.9339931793842716,0.9056774651196009
1,0.9350170827046409,0.9252916624890769,0.8875845355982201,0.9342225208682401,0.9053888328578057
2,0.9350170827046409,0.9252916624890769,0.8875845355982201,0.9339221583866059,0.9056851473258464
3,0.9259859504197211,0.9162514326090533,0.8785298266983336,0.9339931793842716,0.9149423682615129
4,0.9350975073633975,0.9252916624890769,0.8875845355982201,0.9342225208682401,0.9056851473258464
5,0.9350975073633975,0.8990201385395447,0.8875845355982201,0.9339931793842716,0.9149493089342685
6,0.9350170827046409,0.9252916624890769,0.8785298266983336,0.9339931793842716,0.9056851473258464
7,0.9350975073633975,0.9252916624890769,0.8785298266983336,0.94364016072534,0.9149493089342685
8,0.944122898154899,0.9252916624890769,0.8785298266983336,0.9433314284544478,0.9056851473258464
9,0.9259859504197211,0.9252916624890769,0.8785298266983336,0.915241907430861,0.8864175350594846
10,0.9350975073633975,0.9158090483718182,0.8875845355982201,0.9339931793842716,0.9149493089342685
11,0.9350170827046409,0.9252916624890769,0.8785298266983336,0.94364016072534,0.9149493089342685
12,0.9259859504197211,0.9252916624890769,0.8780448844478074,0.9245052024328244,0.9147927089216287
13,0.9259859504197211,0.9079360980035099,0.8785298266983336,0.9245052024328244,0.9056851473258464
14,0.9350975073633975,0.9169901664488108,0.8875845355982201,0.9342225208682401,0.9149493089342685
15,0.9350170827046409,0.9252916624890769,0.8691878547640892,0.9342225208682401,0.8958946799584298
16,0.9350975073633975,0.9070578749077721,0.8785298266983336,0.9251109389121824,0.9053147996729354
17,0.9259859504197211,0.907350332718018,0.8875845355982201,0.9247322141495505,0.9147996729354048
18,0.9259859504197211,0.9350768637470389,0.8691878547640892,0.9245052024328244,0.9150990183861312
19,0.9350170827046409,0.9161038999726233,0.8875845355982201,0.9149423682615129,0.924284546197874
